Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
05/08/2016 21.09.29	      4130	      4130	     63872	      3652	     25820	     11743	     14900	     25486	     10854	      99.7	      54.8	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.14.30	      4220	      4220	     63962	      3742	     25910	     11743	     14900	     25486	     10854	      99.7	      54.9	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.19.35	      4220	      4220	     63962	      3742	     25910	     11743	     14900	     25486	     10854	      99.7	      55.0	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.24.51	      4340	      4340	     64082	      3862	     26030	     11743	     14900	     25486	     10854	      99.7	      55.2	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.29.51	      4420	      4420	     64162	      3942	     26110	     11743	     14900	     25486	     10854	      99.7	      55.1	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.34.56	      4420	      4420	     64162	      3942	     26110	     11743	     14900	     25486	     10854	      99.7	      54.5	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.40.19	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.1	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.45.22	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.6	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.50.22	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      55.0	     106.8	       0.0	       0.0	       0.0	
05/08/2016 21.55.23	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.00.24	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.7	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.05.38	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      52.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.10.55	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      52.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.16.15	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.9	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.21.23	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.5	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.26.44	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      52.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.31.55	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      52.1	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.37.01	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.5	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.42.06	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.7	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.47.16	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      55.3	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.52.25	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.7	     106.8	       0.0	       0.0	       0.0	
05/08/2016 22.57.41	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.9	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.02.59	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.8	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.08.16	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      55.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.13.28	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      55.6	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.18.35	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.8	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.23.36	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.3	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.29.02	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      51.4	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.34.27	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.8	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.39.50	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.6	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.45.07	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.1	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.50.26	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      54.2	     106.8	       0.0	       0.0	       0.0	
05/08/2016 23.55.39	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.1	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.01.01	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      52.9	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.06.25	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      55.5	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.11.27	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.7	      53.6	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.16.47	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      54.2	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.21.53	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      54.5	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.27.02	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      53.2	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.32.09	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      54.5	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.37.33	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      52.3	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.42.42	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      54.6	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.47.49	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      55.7	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.52.59	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      52.3	     106.8	       0.0	       0.0	       0.0	
06/08/2016 00.58.21	      4490	      4490	     64232	      4012	     26180	     11743	     14900	     25486	     10854	      99.8	      52.0	     106.8	       0.0	       0.0	       0.0	
